name,name_norm,mv_eur,dob,contract,sub_position,club
Joleon Lescott,joleon lescott,1000000,1982-08-16,,Centre-Back,Athlitiki Enosi Konstantinoupoleos
Diego,diego,300000,1985-02-28,,Attacking Midfield,Fenerbahce
Callum Davidson,callum davidson,150000,1976-06-25,,Left-Back,St. Johnstone FC
Samuel Eto'o,samuel eto'o,1000000,1981-03-10,,Centre-Forward,Konyaspor
Tim Howard,tim howard,300000,1979-03-06,,Goalkeeper,Everton FC
Carlos Tevez,carlos tevez,300000,1984-02-05,,Second Striker,Juventus FC
Philippe Senderos,philippe senderos,300000,1985-02-14,,Centre-Back,Rangers FC
Bogdan Lobont,bogdan lobont,100000,1978-01-18,,Goalkeeper,Associazione Sportiva Roma
Maarten Stekelenburg,maarten stekelenburg,75000,1982-09-22,,Goalkeeper,Ajax Amsterdam
Cristian Chivu,cristian chivu,800000,1980-10-26,,Centre-Back,Inter Milan
Johnny Heitinga,johnny heitinga,1000000,1983-11-15,,Centre-Back,Ajax Amsterdam
Petri Pasanen,petri pasanen,100000,1980-09-24,,Centre-Back,Aarhus GF
Maxwell,maxwell,1000000,1981-08-27,,Left-Back,Paris Saint-Germain
Steven Pienaar,steven pienaar,500000,1982-03-17,,Left Midfield,Sunderland AFC
Jelle Van Damme,jelle van damme,100000,1983-10-10,,Centre-Back,Royal Antwerp FC
Nourdin Boukhari,nourdin boukhari,200000,1980-06-30,,Attacking Midfield,RKC Waalwijk
Jelle ten Rouwelaar,jelle ten rouwelaar,250000,1980-12-24,,Goalkeeper,NAC Breda
Kasper Bögelund,kasper bogelund,250000,1980-10-08,,Right-Back,Aalborg BK
Wilfred Bouma,wilfred bouma,1000000,1978-06-15,,Left-Back,PSV Eindhoven
Michael Lamey,michael lamey,250000,1979-11-29,,Right-Back,RKC Waalwijk
Theo Lucius,theo lucius,250000,1976-12-19,,Defensive Midfield,RKC Waalwijk
Remco van der Schaaf,remco van der schaaf,100000,1979-02-28,,Centre-Back,Randers FC
Klaas-Jan Huntelaar,klaas-jan huntelaar,800000,1983-08-12,,Centre-Forward,Ajax Amsterdam
Adil Ramzi,adil ramzi,400000,1977-07-14,,Left Midfield,Roda JC Kerkrade
Arjen Robben,arjen robben,200000,1984-01-23,,Right Winger,FC Groningen
Dennis Rommedahl,dennis rommedahl,100000,1978-07-22,,Right Winger,RKC Waalwijk
Glenn Loovens,glenn loovens,750000,1983-10-22,,Centre-Back,Real Zaragoza
Thomas Buffel,thomas buffel,100000,1981-02-19,,Right Winger,Zulte Waregem
Robin van Persie,robin van persie,1500000,1983-08-06,,Centre-Forward,Feyenoord Rotterdam
Johan Elmander,johan elmander,75000,1981-05-27,,Centre-Forward,Bröndby IF
Yves Lenaerts,yves lenaerts,150000,1983-02-27,,Goalkeeper,Oud-Heverlee Leuven
Boy Waterman,boy waterman,50000,1984-01-24,,Goalkeeper,PSV Eindhoven
Daniel Jensen,daniel jensen,100000,1979-06-25,,Central Midfield,Sönderjyske Fodbold
Santi Kolk,santi kolk,600000,1981-10-02,,Right Winger,ADO Den Haag
Marcel Seip,marcel seip,150000,1982-04-05,,Centre-Back,VVV-Venlo
Tim Cornelisse,tim cornelisse,100000,1978-04-03,,Right-Back,Willem II Tilburg
Nicky Hofs,nicky hofs,1000000,1983-05-17,,Attacking Midfield,Willem II Tilburg
Theo Janssen,theo janssen,2500000,1981-07-27,,Central Midfield,Vitesse Arnhem
Matthew Amoah,matthew amoah,400000,1980-10-24,,,Heracles Almelo
Orlando Engelaar,orlando engelaar,250000,1979-08-24,,Defensive Midfield,FC Twente Enschede
Robbie Haemhouts,robbie haemhouts,200000,1983-12-09,,Central Midfield,NAC Breda
Arne Slot,arne slot,400000,1978-09-17,,Attacking Midfield,PEC Zwolle
Robert van Boxel,robert van boxel,50000,1983-01-20,,Centre-Back,SC Cambuur Leeuwarden
Khalid Sinouh,khalid sinouh,100000,1975-05-02,,Goalkeeper,NEC Nijmegen
Khalid Boulahrouz,khalid boulahrouz,400000,1981-12-28,,Centre-Back,Feyenoord Rotterdam
Dennis Gentenaar,dennis gentenaar,100000,1975-09-30,,Goalkeeper,NEC Nijmegen
Jeffrey Leiwakabessy,jeffrey leiwakabessy,100000,1981-02-23,,Left-Back,NEC Nijmegen
Rob Wielaert,rob wielaert,350000,1978-12-29,,Centre-Back,Roda JC Kerkrade
Peter Wisgerhof,peter wisgerhof,500000,1979-11-19,,Centre-Back,FC Twente Enschede
Frank Demouge,frank demouge,350000,1982-06-25,,Centre-Forward,Roda JC Kerkrade
Anouar Hadouir,anouar hadouir,150000,1982-09-14,,Attacking Midfield,Excelsior Rotterdam
Theo Zwarthoed,theo zwarthoed,100000,1982-11-19,,Goalkeeper,NAC Breda
Joris Mathijsen,joris mathijsen,1000000,1980-04-05,,Centre-Back,Feyenoord Rotterdam
Denny Landzaat,denny landzaat,100000,1976-05-06,,Central Midfield,FC Twente Enschede
Marcel Meeuwis,marcel meeuwis,800000,1980-10-31,,Defensive Midfield,VVV-Venlo
Sander Boschker,sander boschker,100000,1970-10-20,,Goalkeeper,FC Twente Enschede
Ji-sung Park,ji-sung park,2000000,1981-02-25,,Attacking Midfield,PSV Eindhoven
Vladan Kujovic,vladan kujovic,200000,1978-08-23,,Goalkeeper,Club Brugge KV
Roel Brouwers,roel brouwers,400000,1981-11-28,,Centre-Back,Roda JC Kerkrade
Jos Hooiveld,jos hooiveld,175000,1983-04-22,,Centre-Back,FC Twente Enschede
Arnold Kruiswijk,arnold kruiswijk,200000,1984-11-02,,Centre-Back,Vitesse Arnhem
Joost Broerse,joost broerse,250000,1979-05-08,,Centre-Back,PEC Zwolle
Mitchell Piqué,mitchell pique,200000,1979-11-20,,Left-Back,Willem II Tilburg
Nigel de Jong,nigel de jong,400000,1984-11-30,,Defensive Midfield,1.FSV Mainz 05
Wesley Sneijder,wesley sneijder,3000000,1984-06-09,,Attacking Midfield,OGC Nice
Cedric van der Gun,cedric van der gun,500000,1979-05-05,,Centre-Forward,FC Utrecht
Markus Berger,markus berger,350000,1985-01-21,,Centre-Back,CD Tondela
Aaron Hunt,aaron hunt,250000,1986-09-04,,Attacking Midfield,Hamburger SV
Peter Niemeyer,peter niemeyer,200000,1983-11-22,,Defensive Midfield,SV Darmstadt 98
Wilko de Vogt,wilko de vogt,50000,1975-09-17,,Goalkeeper,NAC Breda
Stijn Schaars,stijn schaars,500000,1984-01-11,,Defensive Midfield,SC Heerenveen
Daniel Van Buyten,daniel van buyten,1000000,1978-02-07,,Centre-Back,Bayern Munich
Christophe Lepoint,christophe lepoint,50000,1984-10-24,2024-06-30,Central Midfield,RFC Seraing
David Yelldell,david yelldell,100000,1981-10-01,,Goalkeeper,Bayer 04 Leverkusen
Kenny Miller,kenny miller,50000,1979-12-23,,Centre-Forward,Livingston FC
Grégory Vignal,gregory vignal,50000,1981-07-19,,Left-Back,Dundee United FC
Bo Storm,bo storm,100000,1987-02-03,,Second Striker,Sönderjyske Fodbold
Steve von Bergen,steve von bergen,1000000,1983-06-10,,Centre-Back,Palermo FC
Kader Mangane,kader mangane,500000,1983-03-23,,Centre-Back,RC Strasbourg Alsace
Hilton,hilton,150000,1977-09-13,,Centre-Back,Montpellier HSC
Rabiu Afolabi,rabiu afolabi,200000,1980-04-18,,Centre-Back,Sönderjyske Fodbold
Armand Deumi,armand deumi,50000,1979-03-12,,Centre-Back,Kardemir Karabükspor
Lamine Diarra,lamine diarra,50000,1983-12-20,,Centre-Forward,Antalyaspor
Niklas Moisander,niklas moisander,300000,1985-09-29,2023-12-31,Centre-Back,SV Werder Bremen
Gianluigi Buffon,gianluigi buffon,1000000,1978-01-28,2024-06-30,Goalkeeper,Juventus FC
Thomas Kessler,thomas kessler,250000,1986-01-20,,Goalkeeper,1.FC Köln
Hélder Postiga,helder postiga,500000,1982-08-02,,Centre-Forward,Rio Ave FC
Alexandru Gatcan,alexandru gatcan,50000,1984-03-27,,Defensive Midfield,FK Rostov
Alexander Manninger,alexander manninger,200000,1977-06-04,,Goalkeeper,Liverpool FC
Flavio Roma,flavio roma,50000,1974-06-21,,Goalkeeper,AS Monaco
Éric Abidal,eric abidal,1000000,1979-09-11,,Left-Back,Olympiakos Syndesmos Filathlon Peiraios
Patrice Evra,patrice evra,1000000,1981-05-15,,Left-Back,Olympique Marseille
Gaël Givet,gael givet,250000,1981-10-09,,Centre-Back,Thonon Évian Grand Genève FC
Sébastien Squillaci,sebastien squillaci,250000,1980-08-11,,Centre-Back,SC Bastia
Ludovic Giuly,ludovic giuly,400000,1976-07-10,,Right Winger,FC Lorient
Jérôme Rothen,jerome rothen,250000,1978-03-31,,Left Midfield,SC Bastia
Souleymane Camara,souleymane camara,200000,1982-12-22,,Right Winger,Montpellier HSC
Cédric Carrasso,cedric carrasso,250000,1981-12-30,,Goalkeeper,Galatasaray
Damien Grégorini,damien gregorini,400000,1979-03-02,,Goalkeeper,AS Nancy-Lorraine
Abdoulaye Méïté,abdoulaye meite,25000,1980-10-06,,Centre-Back,Omilos Filathlon Irakliou FC
Anastasios Tsokanis,anastasios tsokanis,200000,1991-05-02,2027-06-30,Defensive Midfield,Volou Neos Podosferikos Syllogos
Rémy Vercoutre,remy vercoutre,250000,1980-06-26,,Goalkeeper,SM Caen
Jérémie Bréchet,jeremie brechet,250000,1979-08-14,,Centre-Back,GFC Ajaccio
Youssouf Hadji,youssouf hadji,250000,1980-02-25,,Centre-Forward,AS Nancy-Lorraine
Florent Balmont,florent balmont,250000,1980-02-02,,Central Midfield,Dijon FCO
Mahamadou Diarra,mahamadou diarra,750000,1981-05-18,,Defensive Midfield,Fulham FC
Sidney Govou,sidney govou,600000,1979-07-27,,Right Winger,Thonon Évian Grand Genève FC
Camel Meriem,camel meriem,300000,1979-10-18,,Attacking Midfield,OGC Nice
Sylvain Monsoreau,sylvain monsoreau,150000,1981-03-20,,Centre-Back,ESTAC Troyes
Kamel Chafni,kamel chafni,600000,1982-06-11,,Attacking Midfield,Stade Brestois 29
Jérémy Mathieu,jeremy mathieu,1200000,1983-10-29,,Left-Back,Sporting CP
Benoît Pedretti,benoit pedretti,250000,1980-11-12,,Defensive Midfield,AS Nancy-Lorraine
Jean-Alain Boumsong,jean-alain boumsong,1500000,1979-12-14,,Centre-Back,Panathinaikos Athlitikos Omilos
Philippe Mexès,philippe mexes,500000,1982-03-30,,Centre-Back,AC Milan
Lionel Mathis,lionel mathis,250000,1981-10-04,,Defensive Midfield,EA Guingamp
Pantxi Sirieix,pantxi sirieix,150000,1980-10-07,,Central Midfield,FC Toulouse
Olivier Kapo,olivier kapo,150000,1980-09-27,,Attacking Midfield,APO Levadiakos Football Club
Nicolas Marin,nicolas marin,400000,1980-08-29,,Right Midfield,AO Xanthi
Ronan Le Crom,ronan le crom,50000,1974-07-13,,Goalkeeper,Paris Saint-Germain
Alaeddine Yahia,alaeddine yahia,250000,1981-09-26,,Centre-Back,SM Caen
Steeve Joseph-Reinette,steeve joseph-reinette,400000,1983-12-02,,Right-Back,PFK Krylya Sovetov Samara
Gaël Danic,gael danic,300000,1981-11-19,,Left Winger,SC Bastia
Florent Malouda,florent malouda,75000,1980-06-13,,Left Winger,FC Metz
Sébastien Chabbert,sebastien chabbert,50000,1978-05-15,,Goalkeeper,AS Monaco
Charles Itandje,charles itandje,500000,1982-11-02,,Goalkeeper,Gaziantepspor (- 2020)
Zoumana Camara,zoumana camara,500000,1979-04-03,,Centre-Back,Paris Saint-Germain
Rod Fanni,rod fanni,100000,1981-12-06,,Right-Back,Olympique Marseille
Seydou Keita,seydou keita,500000,1980-01-16,,Central Midfield,Associazione Sportiva Roma
John Utaka,john utaka,150000,1982-01-08,,Left Winger,Sivasspor
Mauro Cetto,mauro cetto,300000,1982-04-14,,Centre-Back,Palermo FC
Mario Yepes,mario yepes,100000,1976-01-13,,Centre-Back,Atalanta BC
Eric Djemba Djemba,eric djemba djemba,1000000,1981-05-04,,Defensive Midfield,St. Mirren FC
Jérémy Toulalan,jeremy toulalan,2000000,1983-09-10,,Defensive Midfield,FC Girondins Bordeaux
Wilfried Dalmat,wilfried dalmat,200000,1982-07-17,,Right Winger,Panetolikos Agrinio
Ariza Makukula,ariza makukula,400000,1981-03-04,,Centre-Forward,Omilos Filathlon Irakliou FC
Grégory Pujol,gregory pujol,250000,1980-01-25,,Centre-Forward,GFC Ajaccio
Romain Pitau,romain pitau,400000,1977-08-08,,Defensive Midfield,Montpellier HSC
Cédric Varrault,cedric varrault,250000,1980-01-30,,Centre-Back,Dijon FCO
Johan Audel,johan audel,500000,1983-12-12,,Left Winger,FC Nantes
Hugo Leal,hugo leal,900000,1980-05-21,,Central Midfield,GD Estoril Praia
Romain Rocchi,romain rocchi,250000,1981-10-02,,Defensive Midfield,FC Metz
Bartholomew Ogbeche,bartholomew ogbeche,175000,1984-10-01,2023-05-31,Centre-Forward,Willem II Tilburg
Fabien Audard,fabien audard,250000,1978-03-28,,Goalkeeper,FC Lorient
Nicolas Penneteau,nicolas penneteau,100000,1981-02-28,,Goalkeeper,Stade Reims
Anthar Yahia,anthar yahia,250000,1982-03-21,,Centre-Back,AO Platanias
Michael Essien,michael essien,200000,1982-12-03,,Defensive Midfield,Panathinaikos Athlitikos Omilos
Cyril Jeunechamp,cyril jeunechamp,50000,1975-12-18,,Defensive Midfield,Montpellier HSC
Chaouki Ben Saada,chaouki ben saada,150000,1984-07-01,,Right Winger,ESTAC Troyes
Cédric Kanté,cedric kante,250000,1979-07-06,,Centre-Back,FC Sochaux-Montbéliard
Guillaume Lacour,guillaume lacour,250000,1980-08-02,,Right-Back,ESTAC Troyes
Fabrice Ehret,fabrice ehret,150000,1979-09-28,,Left-Back,Thonon Évian Grand Genève FC
Matthieu Chalmé,matthieu chalme,300000,1980-10-07,,Right-Back,FC Girondins Bordeaux
Matthieu Delpierre,matthieu delpierre,500000,1981-04-26,,Centre-Back,FC Utrecht
José Saez,jose saez,500000,1982-05-07,,Central Midfield,SM Caen
Benoît Cheyrou,benoit cheyrou,200000,1981-05-03,,Defensive Midfield,Olympique Marseille
Jean Makoun,jean makoun,200000,1983-05-29,,Defensive Midfield,Antalyaspor
Marc-Antoine Fortuné,marc-antoine fortune,150000,1981-07-02,,Centre-Forward,West Bromwich Albion
Petr Cech,petr cech,2500000,1982-05-20,,Goalkeeper,Arsenal FC
Arnaud Le Lan,arnaud le lan,300000,1978-03-22,,Left-Back,FC Lorient
Sébastien Puygrenier,sebastien puygrenier,200000,1982-01-28,,Centre-Back,Kardemir Karabükspor
Anthony Réveillère,anthony reveillere,500000,1979-11-10,,Right-Back,Sunderland AFC
Étienne Didot,etienne didot,250000,1983-07-24,,Central Midfield,EA Guingamp
Olivier Sorlin,olivier sorlin,250000,1979-04-09,,Defensive Midfield,Thonon Évian Grand Genève FC
Toifilou Maoulida,toifilou maoulida,250000,1979-06-08,,Centre-Forward,SC Bastia
Laurent Pionnier,laurent pionnier,500000,1982-05-24,,Goalkeeper,Montpellier HSC
Rudy Riou,rudy riou,300000,1980-01-22,,Goalkeeper,Oud-Heverlee Leuven
Jody Viviani,jody viviani,600000,1982-01-25,,Goalkeeper,AO Xanthi
Cédric Barbosa,cedric barbosa,250000,1976-03-06,,Left Winger,Thonon Évian Grand Genève FC
Bertrand Robert,bertrand robert,150000,1983-11-16,,Left-Back,Panthessalonikios Athlitikos Omilos Konstantinoupoliton
Emiliano Moretti,emiliano moretti,500000,1981-06-11,,Centre-Back,Torino FC
Rubén Olivera,ruben olivera,100000,1983-05-04,,Central Midfield,ACF Fiorentina
Emre Belözoglu,emre belozoglu,500000,1980-09-07,,Central Midfield,Fenerbahce
Giovanni Pasquale,giovanni pasquale,300000,1982-01-05,,Left-Back,Udinese Calcio
Obafemi Martins,obafemi martins,100000,1984-10-28,,Centre-Forward,Levante UD
Cristian Brocchi,cristian brocchi,200000,1976-01-30,,Central Midfield,Società Sportiva Lazio S.p.A.
Andrea Pirlo,andrea pirlo,1000000,1979-05-19,,Defensive Midfield,Juventus FC
Massimo Ambrosini,massimo ambrosini,500000,1977-05-29,,Central Midfield,ACF Fiorentina
Marco Borriello,marco borriello,400000,1982-06-18,,Centre-Forward,Cagliari Calcio
Alfonso De Lucia,alfonso de lucia,250000,1983-11-12,,Goalkeeper,US Livorno 1915
Sébastien Frey,sebastien frey,450000,1980-03-18,,Goalkeeper,Bursaspor
Daniele Bonera,daniele bonera,200000,1981-05-31,,Centre-Back,Villarreal CF
Paolo Cannavaro,paolo cannavaro,200000,1981-06-26,,Centre-Back,US Sassuolo
Matteo Brighi,matteo brighi,200000,1981-02-14,,Central Midfield,FC Empoli
Massimo Donati,massimo donati,150000,1981-03-26,,Defensive Midfield,Hamilton Academical FC
Marco Marchionni,marco marchionni,25000,1980-07-22,,Right Midfield,UC Sampdoria
Alberto Gilardino,alberto gilardino,200000,1982-07-05,,Centre-Forward,Delfino Pescara 1936
Adrian Mutu,adrian mutu,100000,1979-01-08,,Centre-Forward,AC Ajaccio
Morgan De Sanctis,morgan de sanctis,250000,1977-03-26,,Goalkeeper,AS Monaco
Olivier Renard,olivier renard,500000,1979-05-24,,Goalkeeper,Royal Charleroi Sporting Club
Thomas Manfredini,thomas manfredini,50000,1980-05-27,,Centre-Back,US Sassuolo
Sergio Almirón,sergio almiron,100000,1980-11-07,,Central Midfield,Catania FC
Martin Jörgensen,martin jorgensen,100000,1975-10-06,,Central Midfield,Aarhus GF
Giampiero Pinzi,giampiero pinzi,100000,1981-03-11,,Central Midfield,Udinese Calcio
David Pizarro,david pizarro,300000,1979-09-11,,Central Midfield,ACF Fiorentina
Vincenzo Iaquinta,vincenzo iaquinta,200000,1979-11-21,,Centre-Forward,Juventus FC
Cristiano Lupatelli,cristiano lupatelli,100000,1978-06-21,,Goalkeeper,ACF Fiorentina
John Mensah,john mensah,50000,1982-11-29,,Centre-Back,Stade Rennais FC
Simone Perrotta,simone perrotta,300000,1977-09-17,,Attacking Midfield,Associazione Sportiva Roma
Nicola Legrottaglie,nicola legrottaglie,300000,1976-10-20,,Centre-Back,Catania FC
Sergio Pellissier,sergio pellissier,200000,1979-04-12,,Centre-Forward,Chievo Verona
Ivan Pelizzoli,ivan pelizzoli,25000,1980-11-18,,Goalkeeper,Delfino Pescara 1936
Walter Samuel,walter samuel,400000,1978-03-23,,Centre-Back,Inter Milan
Jonathan Zebina,jonathan zebina,250000,1978-07-19,,Centre-Back,FC Toulouse
Cesare Bovo,cesare bovo,100000,1983-01-14,,Centre-Back,Delfino Pescara 1936
Daniele De Rossi,daniele de rossi,1000000,1983-07-24,,Defensive Midfield,Associazione Sportiva Roma
Damiano Ferronetti,damiano ferronetti,200000,1984-11-01,,Centre-Back,Genoa CFC
Alberto Aquilani,alberto aquilani,700000,1984-07-07,,Central Midfield,UD Las Palmas
Francesco Totti,francesco totti,1000000,1976-09-27,,Second Striker,Associazione Sportiva Roma
Antonio Cassano,antonio cassano,300000,1982-07-12,,Second Striker,UC Sampdoria
Marius Stankevicius,marius stankevicius,25000,1981-07-15,,Centre-Back,Hannover 96
Anthony Seric,anthony seric,200000,1979-01-15,,Left-Back,SC Olhanense
Dario Dainelli,dario dainelli,150000,1979-06-09,,Centre-Back,Chievo Verona
Matuzalém,matuzalem,25000,1980-06-10,,Defensive Midfield,Hellas Verona
Roberto Guana,roberto guana,300000,1981-01-21,,Central Midfield,Chievo Verona
Luca Toni,luca toni,1000000,1977-05-26,,Centre-Forward,Hellas Verona
Ferdinando Coppola,ferdinando coppola,50000,1978-06-10,,Goalkeeper,Hellas Verona
Cristian Zaccardo,cristian zaccardo,150000,1981-12-21,,Centre-Back,AC Carpi
Alessandro Frara,alessandro frara,200000,1982-11-07,,Defensive Midfield,Frosinone Calcio
Stefano Lucchini,stefano lucchini,75000,1980-10-02,,Centre-Back,Cesena FC
Francesco Tavano,francesco tavano,25000,1979-03-02,,Centre-Forward,FC Empoli
Tommaso Rocchi,tommaso rocchi,50000,1977-09-19,,Centre-Forward,Società Sportiva Lazio S.p.A.
Antonio Di Natale,antonio di natale,1000000,1977-10-13,,Centre-Forward,Udinese Calcio
Francesco Lodi,francesco lodi,25000,1984-03-23,2023-06-30,Defensive Midfield,Udinese Calcio
Stefano Mauri,stefano mauri,50000,1980-01-08,,Attacking Midfield,Società Sportiva Lazio S.p.A.
Giuseppe Sculli,giuseppe sculli,100000,1981-03-23,,Left Winger,Genoa CFC
Diomansy Kamara,diomansy kamara,250000,1980-11-08,,Right Winger,Eskisehirspor
Luca Castellazzi,luca castellazzi,100000,1975-07-19,,Goalkeeper,Torino FC
Martin Jiranek,martin jiranek,25000,1979-05-25,,Centre-Back,Tom Tomsk
Ricardo Verón,ricardo veron,300000,1981-01-22,,Central Midfield,Omilos Filathlon Irakliou FC
Erjon Bogdani,erjon bogdani,200000,1977-04-14,,Centre-Forward,Siena FC
David Di Michele,david di michele,25000,1976-01-06,,Centre-Forward,Chievo Verona
Christian Obodo,christian obodo,350000,1984-05-11,,Central Midfield,AO Xanthi
Manuele Blasi,manuele blasi,75000,1980-08-17,,Central Midfield,Delfino Pescara 1936
Fabrizio Miccoli,fabrizio miccoli,75000,1979-06-27,,Centre-Forward,Palermo FC
Georgios Karagounis,georgios karagounis,1000000,1977-03-06,,Central Midfield,Fulham FC
Abdoulaye Faye,abdoulaye faye,250000,1978-02-26,,Centre-Back,Hull City
Mamadou Niang,mamadou niang,250000,1979-10-13,,Centre-Forward,Beşiktaş Jimnastik Kulübü
Mohamed Sissoko,mohamed sissoko,300000,1985-01-22,,Defensive Midfield,Levante UD
Tobias Rathgeb,tobias rathgeb,100000,1982-05-03,,Defensive Midfield,VfB Stuttgart
Fabricio Coloccini,fabricio coloccini,75000,1982-01-22,,Centre-Back,Newcastle United
Gaetano D'Agostino,gaetano d'agostino,75000,1982-06-03,,Central Midfield,Delfino Pescara 1936
Mauricio Pinilla,mauricio pinilla,300000,1984-02-04,,Centre-Forward,Atalanta BC
Isaac Okoronkwo,isaac okoronkwo,50000,1978-05-01,,Centre-Back,FK Rostov
Luciano,luciano,200000,1975-12-03,,Right Midfield,Chievo Verona
Amauri,amauri,100000,1980-06-03,,Centre-Forward,Torino FC
Stefan Kießling,stefan kieling,1000000,1984-01-25,,Centre-Forward,Bayer 04 Leverkusen
Dennis Souza,dennis souza,75000,1980-01-09,,Centre-Back,Apollon Smyrnis
Fabrice Pancrate,fabrice pancrate,200000,1980-05-02,,Right Winger,FC Nantes
Yohann Pelé,yohann pele,250000,1982-11-04,,Goalkeeper,Olympique Marseille
Grégory Cerdan,gregory cerdan,500000,1982-07-28,,Centre-Back,EA Guingamp
